,No.Voltas,Turno,Carro,C.O.,Tempo_Resolucao_Incid,Tempo_Desloc_Incid,Tempo_Nos,Tempo_Patrulha,Temp_CO_Rota:,Tempo_Total,Tempo_Abertura,Nós,Extensoes_consideradas,Sentido,Auto Estradas
92,3,2,36,Cartaxo,0.47315632708493155,0.04260273945,2.5,2.7701249999999997,0.0,5.785884066534932,6.75,"[10.0, 20, 20, 20, 30, 50.0]","[1.185, 8.08, 11.286, 15.516, 0.868]",Sequência AE_1,A1
93,3,2,37,Carregado,0.09104195944109589,0.031963469999999994,2.1666666666666665,3.7724999999999995,0.03333333333333333,6.095505429441095,6.75,"[50.0, 20, 40, 20.0]","[11.0, 6.9, 32.4]",Sequência AE_1,A1 + A10
94,3,2,38,Carregado,0.0964449076739726,0.0,1.0,4.1625,1.3666666666666667,6.625611574340639,6.75,"[20.0, 20, 20.0]","[51.525, 3.975]",Sequência AE_1,A10 + A1
95,3,2,39,Carregado,0.5878383270753424,0.05589041058333333,1.5,1.50375,2.7666666666666666,6.414145404325342,6.75,"[20.0, 20, 20, 20, 10.0]","[3.4, 7.46, 6.24, 2.95]",Sequência AE_1,A1
96,3,2,40,Carregado,0.0,0.0,0.5,0.28875,3.3333333333333335,4.122083333333333,6.75,"[10.0, 20]",[3.85],Sequência AE_1,A1
97,4,0,0,Feira,2.308691702757534,0.09205479450000002,1.8333333333333333,2.1674,0.0,6.401479830590868,6.75,"[20, 20, 20, 20, 20, 10.0]","[1.839, 2.745, 3.37, 3.92, 9.8]",Sequência AE_1,A1
98,4,0,1,Feira,1.124587385,0.1373515984,0.6666666666666666,2.726,0.0,4.654605650066667,6.75,"[10.0, 20, 10.0]","[16.832, 10.428]",Sequência AE_1,A1
99,4,0,2,Mealhada,1.2415449163999999,0.29095890420000003,0.6666666666666666,3.8412999999999995,0.0,6.040470487266665,6.75,"[10.0, 20, 10.0]","[14.78, 23.633]",Sequência AE_1,A1
100,4,0,3,Mealhada,0.3233424657534247,0.0,0.3333333333333333,1.1707,0.0,1.827375799086758,6.75,"[10.0, 10.0]",[11.707],Sequência AE_1,A1
101,4,0,4,Leiria,0.4413124306283105,0.019543378999999996,2.75,4.1000000000000005,0.0,7.310855809628311,6.75,"[10.0, 20, 20, 20, 20, 20, 20, 20, 15.0]","[1.1, 5.5, 9.6, 8.0, 4.8, 7.2, 1.6, 3.2]",Sequência AE_1,A1 + A14
102,4,0,5,Leiria,0.25238134948219176,0.0,0.4166666666666667,4.9303,0.0,5.599348016148858,6.75,"[15.0, 10.0]",[49.303],Sequência AE_1,A14 + A1
103,4,0,6,Leiria,1.3839965911328767,0.4027397259666667,1.1666666666666667,3.5462000000000002,0.0,6.499602983766211,6.75,"[10.0, 30, 20, 10.0]","[7.681, 13.045, 14.736]",Sequência AE_1,A1
104,4,0,7,Leiria,1.3310792688278539,0.3068493152,0.8333333333333334,3.93,0.0,6.401261917361187,6.75,"[10.0, 30, 10.0]","[24.065, 15.235]",Sequência AE_1,A1
105,4,0,8,Cartaxo,1.087425952249315,0.067123287,0.6666666666666666,4.734,0.0,6.555215905915983,6.75,"[10.0, 20, 10.0]","[20.325, 27.015]",Sequência AE_1,A1
106,4,0,9,Cartaxo,1.580507056977169,0.31296803661666667,1.0,2.0551000000000004,0.0,4.948575093593836,6.75,"[10.0, 20, 20, 10.0]","[1.185, 8.08, 11.286]",Sequência AE_1,A1
107,4,0,10,Carregado,0.41492154424794514,0.050958904049999997,2.5,2.7384,0.0,5.704280448297945,6.75,"[10.0, 30, 100, 10.0]","[15.516, 0.868, 11.0]",Sequência AE_1,A1 + A10
108,4,0,11,Carregado,0.34294661348219174,0.13698630125,1.1666666666666667,3.93,0.3333333333333333,5.909932914732192,6.75,"[10.0, 40, 20.0]","[6.9, 32.4]",Sequência AE_1,A10
109,4,0,12,Carregado,0.3319207861506848,0.0,0.5,5.1525,1.3666666666666667,7.351087452817351,6.75,"[20.0, 10.0]",[51.525],Sequência AE_1,A10 + A1
110,4,0,13,Carregado,0.8841323062904111,0.08356164395,1.0,0.7375,2.6666666666666665,5.371860616907077,6.75,"[10.0, 40, 10.0]","[3.975, 3.4]",Sequência AE_1,A1
111,4,0,14,Carregado,0.9510514035584475,0.05000000008333334,0.6666666666666666,1.37,2.8666666666666667,5.904384736975114,6.75,"[10.0, 20, 10.0]","[7.46, 6.24]",Sequência AE_1,A1
112,4,0,15,Carregado,0.6242191779945204,0.0,0.8333333333333334,0.68,3.2333333333333334,5.370885844661188,6.75,"[10.0, 20, 20]","[2.95, 3.85]",Sequência AE_1,A1
113,4,1,16,Feira,2.4513893972041094,0.09643835619999999,1.8333333333333333,2.1674,0.0,6.548561086737442,6.75,"[20, 20, 20, 20, 20, 10.0]","[1.839, 2.745, 3.37, 3.92, 9.8]",Sequência AE_1,A1
114,4,1,17,Feira,1.0888424992438357,0.13406392706666667,0.6666666666666666,2.726,0.0,4.6155730929771694,6.75,"[10.0, 20, 10.0]","[16.832, 10.428]",Sequência AE_1,A1
115,4,1,18,Mealhada,1.1945363801534248,0.26712328769999993,0.6666666666666666,3.8412999999999995,0.0,5.96962633452009,6.75,"[10.0, 20, 10.0]","[14.78, 23.633]",Sequência AE_1,A1
116,4,1,19,Mealhada,0.2635068493150684,0.0,0.3333333333333333,1.1707,0.0,1.7675401826484018,6.75,"[10.0, 10.0]",[11.707],Sequência AE_1,A1
